,year,vio,mur,rob,incarc_rate,pb1064,pw1064,pm1029,pop,avginc,density,stateid,shall
243,90,756.3,11.8,263.5,300,9.871.989,55.205.578,16.197.279,6.506.531,13.516.356,11.233.845,13,1
244,91,738.2,12.8,268.2,327,10.007.281,54.948.265,158.980.465,6.621.279,13.369.259,11.431.963,13,1
245,92,733.2,11.0,249.8,342,10.133.629,54.668.854,15.645.981,6.759.474,1.372.643,11.670.564,13,1
246,93,723.1,11.4,248.0,365,10.251.081,54.342.545,15.389.858,6.894.092,13.868.881,11.902.989,13,1
247,94,667.7,10.0,222.6,387,10.395.862,54.128.387,15.142.977,7.0459,1.422.624,12.165.093,13,1
248,95,657.1,9.5,205.2,456,10.522.015,53.942.917,14.948.756,7.188.538,1.453.842,12.411.364,13,1
249,96,638.7,8.6,205.4,470,10.653.356,53.727.444,14.808.874,7.332.225,1.497.711,12.659.447,13,1
250,97,606.6,7.5,206.7,462,10.805.862,535.205,14.719.332,7.486.094,15.243.066,1.292.511,13,1
251,98,572.7,8.1,187.2,472,10.943.555,5.332.244,14.672.373,7.636.522,15.974.595,1.318.483,13,1
252,99,534.0,7.5,166.4,502,11.108.594,53.188.564,14.628.851,778.824,16.339.752,1.344.678,13,1
253,77,224.8,7.2,128.0,39,2.665.354,24.283.289,20.537.497,918.257,13.737.265,14.291.938,15,0
254,78,270.1,6.7,173.6,44,2.678.969,23.984.259,20.367.094,931.586,13.978.144,14.499.393,15,0
255,79,289.7,7.2,184.5,57,26.947.933,23.734.692,20.079.409,953.305,13.977.936,14.837.432,15,0
256,80,299.5,8.7,190.2,58,2.697.957,23.517.376,19.695.673,96.771,13.918.008,15.061.635,15,0
257,81,247.6,4.8,148.4,65,251.352,2.777.328,1.952.127,978.174,13.490.664,15.224.499,15,0
258,82,255.7,3.1,156.9,77,25.155.916,27.524.597,19.040.514,993.802,13.340.663,15.467.735,15,0
259,83,252.1,5.6,130.0,88,25.011.528,27.455.448,1.863.502,1.012.717,13.88,15.762.132,15,0
260,84,231.9,3.3,115.9,103,2.482.482,27.259.895,18.316.528,1.027.935,14.300.608,15.998.988,15,0
261,85,219.4,4.1,99.4,124,24.721.767,27.025.642,1.790.892,1.039.683,14.531.718,16.181.836,15,0
262,86,245.2,4.8,106.3,134,24.645.855,2.686.471,17.569.328,1.051.759,14.915.781,1.636.979,15,0
263,87,263.3,4.8,98.0,142,24.640.911,26.729.006,17.233.833,1.067.911,15.252.784,16.621.183,15,0
264,88,257.1,4.0,84.1,141,24.630.796,26.488.693,16.832.111,1.079.823,15.906.222,16.806.585,15,0
265,89,270.1,4.8,83.2,136,2.463.831,26.234.442,1.653.651,1.094.584,1.649.362,17.036.326,15,0
266,90,280.9,4.0,91.4,142,24.853.533,26.387.545,16.167.927,1.112.703,17.061.943,17.323.728,15,0
267,91,241.8,4.0,86.9,150,24.669.617,26.440.235,15.767.819,1.131.412,16.926.306,17.615.008,15,0
268,92,258.4,3.6,99.2,153,2.446.166,26.499.966,15.446.907,1.149.926,1.720.117,17.903.253,15,0
269,93,261.2,3.8,103.6,164,24.259.928,26.326.378,15.096.065,1.161.508,17.242.914,18.083.574,15,0
270,94,262.2,4.2,103.6,198,2.407.439,26.257.366,14.798.923,1.173.903,1.702.512,18.276.553,15,0
271,95,295.6,4.7,130.8,202,23.955.984,2.610.543,14.500.588,118.049,16.731.936,18.379.106,15,0
272,96,280.6,3.4,135.6,217,23.951.103,26.014.874,14.221.139,1.184.434,16.294.735,1.844.051,15,0
273,97,277.9,4.0,118.2,249,24.036.636,26.001.873,13.967.454,1.189.322,16.300.629,18.516.612,15,0
274,98,246.9,2.0,102.7,288,24.096.241,26.043.787,13.863.493,1.190.472,16.333.252,18.534.517,15,0
275,99,235.0,3.7,88.1,307,24.163.874,26.084.333,13.681.266,1.185.497,16.464.733,1.845.706,15,0
276,77,236.9,5.5,39.6,82,7.693.518,7.072.501,18.708.593,883.471,1.070.244,10.685.814,16,0
277,78,236.4,5.4,40.0,87,79.533.017,7.047.297,184.472,910.691,11.183.432,11.015.046,16,0
278,79,288.7,5.4,43.3,91,80.450.255,7.013.862,18.182.745,932.626,10.830.567,11.280.356,16,0
279,80,313.4,3.1,46.8,92,8.417.872,6.979.239,17.956.018,947.983,10.560.615,11.502.973,16,0
280,81,283.3,4.5,37.7,87,8.455.596,69.532.005,17.688.887,962.203,10.307.879,11.675.521,16,0
281,82,259.2,2.5,30.3,99,85.711.735,691.673,17.324.018,973.729,9.928.871,11.815.379,16,0
282,83,238.7,3.5,27.3,107,87.375.164,6.887.727,17.022.013,981.858,10.315,11.914.018,16,0
283,84,235.3,3.4,24.4,121,894.089,6.874.544,16.717.918,990.841,106.151.705,12.023.019,16,0
284,85,234.8,2.2,26.8,127,9.220.901,68.658.394,1.644.944,994.046,10.785.122,12.061.909,16,0
285,86,222.5,3.2,21.3,133,9.490.763,6.849.204,16.200.342,990.226,10.878.912,12.015.556,16,0
286,87,214.2,3.1,24.2,144,97.958.994,6.847.251,15.996.484,985.004,11.059.847,11.952.192,16,0
287,88,234.7,3.6,20.2,144,10.136.263,685.293,15.804.596,985.669,11.407.416,11.960.261,16,0
288,89,254.6,2.6,15.0,157,10.526.676,6.868.022,157.003.145,994.426,11.886.808,1.206.652,16,0
289,90,275.7,2.7,15.0,180,10.850.079,7.069.105,15.659.829,1.011.882,12.089.892,122.280.335,16,0
290,91,290.3,1.8,20.7,190,11.035.552,7.135.117,1.560.041,1.038.915,11.838.545,12.554.713,16,1
291,92,281.4,3.5,21.5,205,11.284.682,71.669.495,15.646.185,106.649,12.237.559,12.887.942,16,1
292,93,281.8,2.9,16.9,209,11.650.884,7.203.497,15.712.893,1.101.204,12.579.762,13.307.441,16,1
293,94,285.8,3.5,18.4,234,11.624.374,7.230.266,15.738.833,1.135.459,12.664.512,137.213.925,16,1
294,95,322.0,4.1,24.0,245,11.863.519,7.263.202,15.783.949,1.165,12.838.019,1.407.838,16,1
295,96,267.2,3.6,20.3,283,11.868.258,72.775.505,158.289.175,1.187.706,12.924.155,14.352.769,16,1
296,97,256.8,3.2,19.6,319,12.108.492,7.291.081,15.867.253,1.210.638,12.939.776,14.629.889,16,1
297,98,282.2,2.9,21.5,323,12.419.136,72.940.956,15.844.452,1.230.923,13.394.342,14.875.023,16,1
298,99,244.9,2.0,17.8,330,12.506.192,73.224.815,15.791.883,1.2517,13.676.858,15.126.102,16,1
299,77,630.6,9.9,280.3,87,53.145.447,62.960.426,18.086.117,11.386.319,13.784.941,20.424.624,17,0
300,78,676.7,9.9,292.9,95,54.166.713,627.687,17.979.223,11.412.562,14.175.256,20.471.698,17,0
301,79,743.9,10.7,321.1,96,55.159.497,62.548.584,1.790.405,1.139.684,14.053.396,20.443.495,17,0
302,80,808.0,10.6,367.0,95,5.659.422,620.413,17.798.391,11.434.702,13.392.093,2.054.938,17,0
303,81,792.5,10.5,373.2,94,57.176.147,61.889.572,17.693.737,11.443.461,13.426,2.056.512,17,0
304,82,774.3,8.8,346.8,113,5.786.729,615.728,17.500.486,11.423.414,13.179.671,20.529.094,17,0
305,83,728.1,9.7,318.9,119,58.304.086,6.123.556,17.251.823,11.408.823,13.289,20.502.871,17,0
306,84,724.9,9.0,303.8,135,58.876.963,60.889.755,17.006.208,11.412.138,14.080.038,20.508.829,17,0
307,85,714.8,8.0,287.1,149,5.935.356,60.611.225,16.738.789,11.399.804,14.360.408,20.486.663,17,0
308,86,808.9,8.9,325.3,161,59.840.655,6.026.858,16.448.612,11.387.258,148.021.555,20.464.118,17,0
309,87,796.2,8.3,314.3,168,6.044.029,60.007.423,16.149.868,11.391.176,15.162.453,20.471.157,17,0
310,88,810.4,8.6,312.7,171,61.046.553,5.983.682,1.587.374,11.390.176,15.544.162,20.469.362,17,0
311,89,845.9,9.0,335.7,181,6.170.642,59.592.964,1.561.103,11.409.785,15.766.102,205.046,17,0
312,90,967.4,10.3,394.0,211,62.536.674,61.308.735,15.354.392,11.446.979,15.816.072,20.590.684,17,0
313,91,1039.2,11.3,456.1,234,62.898.293,61.053.135,15.076.353,11.535.973,1.558.492,20.750.766,17,0
314,92,977.3,11.4,412.5,247,63.458.405,60.842.056,14.828.988,11.635.197,1.616.244,20.929.249,17,0
315,93,959.7,11.4,381.2,271,6.404.929,60.661.125,14.595.696,11.725.984,16.112.955,21.092.555,17,0
316,94,960.9,11.7,372.6,294,64.503.675,60.464.214,14.395.476,11.804.986,1.642.368,21.234.663,17,0
317,95,996.1,10.3,330.8,310,6.498.252,60.309.753,14.265.404,11.884.935,16.770.521,21.378.474,17,0
318,96,890.4,10.0,279.4,317,653.061,60.213.093,14.181.942,11.953.003,17.148.174,21.500.914,17,0
319,97,861.4,9.2,278.4,327,65.822.787,6.015.479,14.110.233,12.011.509,17.609.076,21.606.153,17,0
320,98,807.7,8.4,248.5,342,6.644.557,6.022.058,14.083.453,12.069.774,18.333.666,2.171.096,17,0
321,99,732.5,7.7,219.4,357,6.703.696,603.039,14.051.922,1.212.837,18.620.523,21.816.362,17,0
322,77,310.6,7.4,123.2,79,26.976.004,6.779.831,18.272.713,5.425.637,11.835.156,15.030.715,18,1
323,78,323.5,6.2,121.4,80,2.725.104,67.767.395,18.118.984,5.470.213,12.233.168,15.154.204,18,1
324,79,338.0,8.3,132.7,82,27.552.292,6.768.886,17.979.174,5.501.176,12.092.808,15.239.981,18,1
325,80,377.8,8.9,141.4,98,2.823.509,67.904.175,17.950.302,5.490.721,114.238.405,15.280.867,18,1
326,81,341.6,7.1,129.0,114,28.547.056,6.783.166,17.826.921,5.480.425,11.349.079,15.252.213,18,1
327,82,300.6,6.5,109.0,138,2.872.222,6.770.847,17.626.698,5.467.927,11.040.336,1.521.743,18,1
328,83,283.8,5.2,99.9,152,28.858.972,6.752.014,17.378.204,5.450.402,11.203,15.168.656,18,1
329,84,305.2,5.5,98.9,164,29.054.134,67.398,17.108.921,5.458.328,11.934.755,15.190.716,18,1
330,85,309.4,5.8,92.1,165,2.925.127,672.464,1.684.403,5.459.216,12.170.418,15.193.187,18,1
331,86,307.7,6.0,90.0,175,29.385.157,6.704.064,16.546.665,5.454.114,12.563.289,15.178.989,18,1
332,87,328.5,5.6,88.6,181,29.617.345,66.897.896,16.238.344,5.473.009,12.860.328,15.231.574,18,1
333,88,380.0,6.4,89.0,192,29.947.007,6.676.343,15.949.407,5.491.734,13.148.672,15.283.686,18,1
334,89,406.5,6.3,101.4,202,30.257.707,66.509.094,15.649.212,5.523.684,1.346.631,15.372.604,18,1
335,90,473.9,6.2,101.3,217,30.744.019,6.873.007,15.393.863,5.555.097,1.343.025,1.548.675,18,1
336,91,505.3,7.5,116.0,223,3.103.143,68.658.485,15.186.515,5.602.062,13.198.205,1.561.768,18,1
337,92,508.5,8.2,122.2,226,31.538.162,68.591.995,14.997.055,5.648.649,13.680.989,15.747.559,18,1
338,93,489.1,7.5,119.8,242,31.940.744,685.289,14.836.376,5.701.965,13.857.168,15.896.195,18,1
339,94,525.1,7.9,130.2,250,32.377.672,683.758,14.656.801,5.745.626,14.214.816,16.017.915,18,1
340,95,524.7,8.0,135.2,258,3.273.013,6.829.259,14.534.588,5.791.819,1.428.663,16.146.694,18,1
341,96,537.0,7.2,124.1,275,33.057.249,6.828.423,14.451.864,5.834.908,14.462.125,1.626.682,18,1
342,97,514.6,7.3,132.4,286,33.554.766,6.814.533,14.382.387,587.237,14.747.508,16.371.258,18,1
343,98,431.0,7.7,111.2,301,33.922.138,6.809.436,14.300.453,5.907.617,1.536.054,1.646.952,18,1
344,99,374.6,6.6,109.3,321,34.374.456,6.808.481,14.194.869,5.942.901,15.641.886,16.567.886,18,1
345,77,144.0,2.3,41.2,66,685.653,7.063.897,1.809.675,2.913.573,11.973.252,52.082.963,19,0
346,78,161.4,2.6,46.9,70,7.171.861,70.571.205,1.797.955,2.918.071,12.893.264,5.216.337,19,0
347,79,181.2,2.2,50.2,70,74.499.124,7.048.128,17.875.366,2.915.739,12.504.408,5.212.168,19,0
348,80,200.4,2.2,54.9,72,78.366.023,7.029.703,17.761.318,2.914.018,11.692.239,52.068.576,19,0
349,81,204.2,2.6,53.6,86,8.174.417,7.004.603,17.540.384,2.907.975,12.020.927,51.960.602,19,0
350,82,172.7,2.3,36.2,88,84.319.246,69.697.975,17.232.038,288.819,11.586.264,51.607.076,19,0
351,83,181.1,2.3,41.0,93,8.671.857,69.303.825,16.885.231,287.055,11.485,5.129.188,19,0
352,84,198.7,2.0,38.3,92,8.918.277,68.982.666,16.524.769,2.858.624,12.273.282,5.107.878,19,0
353,85,211.7,1.9,41.2,97,9.249.439,68.669.304,16.179.504,2.829.685,1.240.377,50.561.693,19,0
354,86,235.1,1.8,42.0,98,9.559.214,68.295.135,15.806.103,2.791.966,1.274.418,49.887.713,19,0
355,87,231.2,2.1,36.2,98,9.885.779,6.813.417,15.449.665,2.767.005,13.066.422,49.441.703,19,0
356,88,256.8,1.7,39.9,101,10.230.849,68.142.845,1.516.346,2.768.392,1.289.523,49.466.487,19,0
357,89,266.3,1.9,39.0,107,10.617.253,6.798.687,14.875.162,2.770.585,13.299.286,49.505.673,19,0
358,90,299.7,1.9,39.2,126,1.099.156,7.036.103,146.755,2.779.769,13.243.561,49.749.784,19,0
359,91,303.3,2.0,45.0,139,1.145.482,70.440.094,14.571.942,2.791.227,13.054.929,49.954.847,19,0
360,92,278.0,1.6,39.6,144,11.947.246,70.649.605,14.488.285,2.806.923,1.344.669,5.023.576,19,0
361,93,325.5,2.3,53.9,160,12.392.374,70.714.066,14.433.696,2.820.525,13.042.081,50.479.196,19,0
362,94,315.1,1.7,46.9,174,12.849.268,7.080.584,1.436.569,2.829.422,13.774.655,50.638.422,19,0
363,95,354.4,1.8,53.0,192,13.222.052,70.968.124,14.333.794,284.086,13.852.374,5.084.313,19,0
364,96,272.5,1.9,45.1,207,13.519.524,7.102.967,14.324.622,2.848.473,14.422.755,50.979.383,19,0
365,97,310.0,1.8,55.9,222,1.369.852,71.103.485,14.285.543,2.854.396,14.780.421,51.085.386,19,0
366,98,311.5,1.9,50.9,243,13.837.698,7.119.295,14.230.634,2.861.025,15.185.183,51.204.026,19,0
367,99,280.0,1.5,36.6,258,14.130.764,7.135.867,14.140.489,2.869.413,15.307.604,51.354.147,19,0
368,77,309.8,6.6,100.7,91,23.397.355,67.851.555,1.843.249,2.320.647,12.012.709,28.374.277,20,0
369,78,318.2,5.7,93.7,97,2.389.649,67.629.326,18.209.522,2.335.657,12.349.296,28.557.802,20,0
370,79,353.6,5.5,102.3,98,24.575.186,6.738.694,18.053.024,2.350.908,12.677.279,28.744.275,20,0
371,80,389.3,6.9,113.1,95,25.701.983,6.720.489,17.942.297,2.369.039,121.359.415,28.969.148,20,0
372,81,369.4,6.3,109.7,106,2.621.958,6.698.371,17.801.094,2.384.859,12.327.807,29.162.599,20,0
373,82,335.9,5.7,87.0,116,26.545.773,6.667.711,17.530.905,2.401.211,12.372.647,29.362.554,20,0
374,83,326.6,5.6,84.0,129,26.885.118,66.375.015,1.725.579,2.415.537,12.373,29.537.737,20,0
375,84,334.2,3.7,71.6,152,2.716.664,6.607.586,16.881.855,2.424.076,13.044.318,29.642.154,20,0
376,85,355.8,4.9,78.7,173,2.768.463,657.078,16.585.566,2.427.412,1.326.958,29.682.947,20,0
377,86,368.8,4.4,79.6,192,28.150.353,6.543.351,16.237.005,2.432.616,13.547.736,29.746.583,20,0
378,87,360.7,4.4,82.1,217,2.860.774,6.515.877,15.909.915,2.445.387,1.366.629,29.902.749,20,0
379,88,365.2,3.4,85.9,233,29.157.343,65.022.804,15.633.104,2.461.987,13.750.702,30.105.738,20,0
380,89,400.8,5.5,99.8,232,29.552.577,6.477.983,1.537.131,2.472.847,13.725.678,30.238.537,20,0
381,90,447.7,4.0,117.6,222,30.214.663,6.675.621,15.152.964,2.480.683,13.854.685,30.317.673,20,0
382,91,499.6,6.1,138.4,227,3.038.503,6.677.325,15.032.768,2.495.209,13.766.192,30.495.202,20,0
383,92,510.8,6.0,129.9,231,3.129.085,66.918.526,1.489.706,2.526.042,1.416.805,30.872.028,20,0
384,93,496.4,6.4,123.6,238,3.143.266,67.086.655,148.030.405,2.547.605,14.131.391,31.135.561,20,0
385,94,443.0,6.7,115.1,226,31.726.065,672.344,14.746.462,2.569.118,14.348.544,31.398.483,20,0
386,95,420.7,6.2,108.2,248,32.023.911,67.456.635,14.703.151,2.586.942,14.315.406,3.161.632,20,0
387,96,413.8,6.6,96.3,274,32.110.646,67.614.136,14.656.814,2.598.266,14.681.835,31.754.714,20,0
388,97,409.2,6.0,93.3,301,3.231.118,6.769.551,146.874.695,2.616.339,15.126.318,31.975.593,20,0
389,98,397.0,5.9,86.8,304,32.727.509,6.777.126,14.729.596,2.638.667,15.645.266,32.248.475,20,0
390,99,382.8,6.0,77.1,310,33.277.419,678.686,14.741.045,2.654.052,1.596.959,32.436.505,20,0
391,77,233.6,10.1,81.1,107,2.610.464,67.928.314,1.865.448,3.573.694,10.020.181,90.131,21,0
392,78,223.2,9.0,81.3,106,26.161.115,6.794.283,18.461.924,3.609.976,10.365.952,9.104.605,21,0
393,79,248.0,9.5,92.1,97,26.363.842,6.792.229,18.328.516,3.641.806,104.820.795,9.184.882,21,0
394,80,266.7,8.8,95.2,105,2.674.675,67.814.606,18.197.727,3.664.221,9.951.279,9.236.989,21,0
395,81,289.5,8.4,100.7,99,26.842.961,6.784.683,18.025.385,3.670.385,998.456,92.525.266,21,0
396,82,315.0,9.7,97.3,114,26.932.182,67.866.806,17.839.426,3.683.437,9.895.847,9.285.429,21,0
397,83,322.2,9.8,87.1,110,26.960.764,6.787.104,17.595.737,369.448,9.859,93.132.675,21,0
398,84,277.8,6.6,70.7,127,2.689.983,6.774.832,17.304.193,3.695.451,10.608.458,9.315.715,21,0
399,85,305.5,6.9,75.7,128,27.047.815,6.771.535,17.041.529,3.694.827,10.702.708,9.314.142,21,0
400,86,334.4,6.7,82.5,133,2.710.441,6.763.098,1.672.124,3.687.813,10.903.455,92.964.604,21,0
401,87,337.8,7.5,90.2,142,27.186.577,6.761.863,16.423.367,3.683.325,11.209.814,9.285.147,21,0
402,88,330.1,6.2,74.3,147,27.343.454,6.765.378,16.133.194,3.680.003,114.259.405,9.276.773,21,0
403,89,356.9,7.9,76.1,191,27.469.249,6.761.806,15.839.504,3.677.312,11.725.406,9.269.989,21,0
404,90,390.4,7.2,69.1,222,27.767.277,69.960.335,1.559.848,3.692.584,11.798.808,92.937.276,21,0
405,91,438.0,6.8,83.1,241,27.858.346,69.985.596,15.378.473,3.714.686,11.872.171,9.349.355,21,0
406,92,535.5,5.8,87.2,262,2.814.295,6.997.852,15.204.409,3.756.358,12.297.199,94.542.384,21,0
407,93,462.7,6.6,90.4,274,28.122.864,7.001.945,15.021.195,3.792.288,12.274.535,9.544.669,21,0
408,94,444.0,6.4,93.9,274,28.289.542,69.976.105,14.837.826,3.823.215,12.441.408,9.622.508,21,0
409,95,364.7,7.2,103.7,288,2.841.607,7.002.628,14.686.033,3.855.248,12.566.609,9.703.131,21,0
410,96,320.5,5.9,93.8,311,28.574.476,7.004.683,14.553.636,3.881.051,12.798.425,9.768.073,21,0
411,97,316.9,5.8,90.7,331,28.785.644,6.990.127,14.468.159,3.907.816,13.178.241,9.835.438,21,1
412,98,284.0,4.6,75.4,372,2.916.852,7.005.663,14.349.479,393.431,13.660.738,990.212,21,1
413,99,300.6,5.4,80.0,379,29.470.627,7.029.076,14.222.668,3.960.825,13.889.746,9.968.854,21,1
414,77,524.8,15.5,142.9,120,991.717,5.229.824,19.268.633,4.014.462,1.008.594,8.934.925,22,0
415,78,584.9,15.8,173.7,152,9.941.655,5.232.671,1.918.889,4.068.578,10.621.128,905.537,22,0
416,79,676.3,16.9,219.4,184,9.950.658,52.265.358,19.039.888,4.137.666,10.719.436,9.209.138,22,0
417,80,665.0,15.7,197.0,190,10.070.088,52.016.422,1.888.283,4.223.101,10.679.097,9.485.638,22,0
418,81,638.3,15.6,202.0,211,10.180.193,5.195.408,18.768.972,4.283.298,11.000.551,9.620.849,22,0
419,82,669.1,16.0,212.6,216,10.248.655,5.183.288,18.540.094,435.261,10.895.855,9.776.533,22,0
420,83,640.9,14.2,190.0,251,102.715.025,51.598.316,1.817.694,4.395.316,10.865,9.872.456,22,0
421,84,678.0,12.9,190.5,290,103.158.655,5.128.816,17.835.579,4.400.474,11.151.252,98.840.415,22,0
422,85,694.2,10.9,190.3,310,10.357.066,50.921.764,17.480.736,4.408.121,11.224.046,9.901.217,22,0
423,86,758.2,12.8,223.8,308,10.372.828,50.477.432,17.082.006,4.406.918,10.933.452,9.898.515,22,0
424,87,693.0,11.1,179.0,316,10.439.538,50.083.527,1.673.912,4.344.129,10.757.281,9.757.483,22,0
425,88,717.4,11.6,209.0,346,10.525.982,49.705.177,16.415.087,4.288.835,11.041.146,96.332.856,22,0
426,89,781.8,14.9,237.3,370,10.618.834,49.490.044,16.102.942,4.252.906,11.239.591,9.552.584,22,0
427,90,898.4,17.2,269.8,396,10.775.627,51.181.664,15.827.937,4.219.179,11.599.926,9.684.568,22,0
428,91,951.0,16.9,278.9,427,10.876.619,50.998.245,15.704.902,424.095,11.751.556,97.345.404,22,0
429,92,984.6,17.4,271.4,462,11.005.797,50.817.833,1.558.374,4.270.849,12.047.279,980.317,22,1
430,93,1061.7,20.3,283.6,484,1.115.636,50.637.737,15.446.249,4.284.749,12.207.013,98.350.756,22,1
431,94,981.9,19.8,267.2,522,11.258.052,5.049.049,15.345.896,4.3065,12.619.488,9.885.002,22,1
432,95,1007.4,17.0,268.6,556,11.381.088,50.395.542,15.286.515,4.327.978,12.779.814,9.934.302,22,1
433,96,929.1,17.5,276.6,578,11.506.643,50.311.874,1.522.261,4.338.763,1.286.129,9.959.058,22,1
434,97,855.9,15.7,239.1,615,1.159.418,5.023.799,15.146.791,435.139,13.170.168,9.988.041,22,1
435,98,779.5,12.8,198.0,672,11.676.765,502.277,15.074.271,4.362.758,13.656.461,10.014.135,22,1
436,99,732.7,10.7,173.6,736,11.757.797,5.020.788,14.992.148,4.372.035,136.577.215,10.035.429,22,1
437,77,224.7,2.4,38.7,57,3.591.956,7.224.625,18.018.316,1.103.577,10.097.448,35.691.366,23,0
438,78,207.7,2.7,32.9,61,37.141.973,7.236.075,17.843.323,1.113.565,10.315.528,36.014.393,23,0
439,79,202.5,2.8,31.8,53,37.948.838,72.467.316,17.667.679,1.122.564,10.285.884,36.305.435,23,0
440,80,193.4,2.8,30.8,58,4.009.371,7.238.139,17.539.623,112.686,10.165.272,36.356.185,23,0
441,81,195.6,3.2,32.5,61,42.717.654,72.414.986,17.390.587,1.133.021,10.117.176,36.554.962,23,0
442,82,163.0,2.1,30.5,71,44.955.325,7.228.526,17.152.348,1.136.684,10.188.935,3.667.314,23,1
443,83,159.6,2.1,27.1,69,46.856.615,7.215.456,16.863.577,1.144.769,10.551,36.933.992,23,1
444,84,158.5,1.7,26.4,75,48.778.588,7.209.315,16.513.935,115.563,11.186.735,372.844,23,1
445,85,167.5,2.4,24.4,72,51.155.055,71.893.524,16.216.125,1.162.935,11.605.558,37.520.085,23,1
446,86,147.0,2.0,27.9,83,5.308.853,716.749,15.898.441,1.170.121,12.237.866,37.751.928,23,1
447,87,152.1,2.5,25.6,106,550.073,7.155.804,15.595.701,118.457,12.799.814,38.218.103,23,1
448,88,157.4,3.1,25.8,106,57.225.686,715.842,15.300.499,120.383,13.314.547,3.883.949,23,1
449,89,137.2,3.2,24.0,100,59.363.383,7.146.689,14.984.295,1.219.944,13.559.458,3.935.938,23,1
450,90,143.2,2.4,25.1,116,6.135.811,7.381.962,14.651.473,1.231.296,13.318.998,39.892.953,23,1
451,91,132.1,1.2,22.7,118,6.260.932,7.374.602,14.391.322,1.235.439,12.910.922,40.027.183,23,1
452,92,130.9,1.7,23.3,123,6.442.252,7.366.696,1.411.032,1.235.748,130.285,40.037.192,23,1
453,93,125.7,1.6,21.3,121,64.397.025,7.372.951,13.937.182,1.238.256,12.960.091,4.011.845,23,1
454,94,129.9,2.3,22.4,116,6.440.239,7.379.119,13.726.249,1.237.687,13.124.832,40.100.016,23,1
455,95,131.4,2.0,26.9,113,6.617.705,7.401.494,13.625.087,1.237.438,13.236.959,4.009.195,23,1
456,96,124.9,2.0,23.5,107,6.695.472,7.431.354,13.587.571,1.241.436,13.521.055,40.221.483,23,1
457,97,120.8,2.0,20.7,108,6.919.287,74.578.766,1.352.939,1.245.215,13.850.783,40.343.918,23,1
458,98,125.8,2.0,21.1,124,7.122.738,7.481.993,13.498.895,1.247.554,14.376.219,40.419.698,23,1
459,99,112.2,2.2,19.4,125,729.426,7.510.503,13.455.357,125.304,14.700.036,4.059.744,23,1
460,77,693.8,8.0,292.1,192,8.315.102,59.801.025,18.569.866,4.169.594,13.466.004,42.155.436,24,0
461,78,732.0,8.2,309.6,198,85.720.825,59.472.286,18.430.569,4.183.604,13.846.736,4.229.708,24,0
462,79,795.5,9.8,331.2,193,8.846.709,5.909.584,18.300.934,4.191.163,1.376.802,42.373.502,24,0
463,80,852.4,9.5,392.7,187,9.062.828,5.811.522,18.004.051,4.227.643,1.357.707,42.976.955,24,0
464,81,887.1,9.9,424.4,183,9.294.334,57.741.863,17.827.227,4.261.908,13.593.687,4.332.528,24,0
465,82,850.0,10.1,360.5,218,9.449.821,57.233.143,17.565.762,4.282.917,13.669.871,4.353.885,24,0
466,83,807.1,8.5,347.4,244,9.593.448,56.667.244,17.309.294,4.313.319,14.228,4.384.791,24,0
467,84,792.3,8.1,301.1,277,9.715.621,5.608.654,16.965.536,4.365.238,15.049.587,44.375.706,24,0
468,85,834.6,7.9,302.2,285,9.815.696,5.551.143,16.585.056,4.413.075,15.705.886,44.862,24,0
469,86,833.0,9.0,304.0,279,9.923.585,54.977.615,16.249.096,4.486.957,16.331.093,45.613.062,24,0
470,87,767.8,9.6,290.3,280,10.001.866,54.494.743,15.911.654,4.565.578,16.852.432,464.123,24,0
471,88,806.8,9.7,301.3,282,10.121.776,53.951.515,15.571.475,4.657.908,17.367.092,473.509,24,0
472,89,855.4,11.6,332.1,291,10.230.369,53.394.623,15.246.278,4.727.298,17.666.803,48.056.298,24,0
473,90,919.0,11.5,363.8,323,10.346.058,5.447.374,14.959.924,4.797.431,17.543.526,49.078.578,24,0
474,91,956.2,11.7,407.1,348,10.476.701,5.390.336,14.562.817,4.856.176,17.230.402,4.967.955,24,0
475,92,1000.1,12.1,429.0,366,10.635.925,5.336.663,14.231.751,4.902.545,1.729.418,5.015.391,24,0
476,93,997.8,12.7,434.7,381,10.806.992,52.754.982,13.935.689,4.942.504,17.296.656,50.562.704,24,0
477,94,948.0,11.6,402.5,383,1.098.084,52.308.006,13.653.237,4.985.411,17.502.913,5.100.165,24,0
478,95,986.9,11.8,423.1,395,11.132.623,5.192.822,13.451.256,502.365,17.589.983,5.139.284,24,0
479,96,931.2,11.6,393.2,404,11.354.081,5.163.616,13.308.069,5.057.142,1.768.094,51.735.467,24,0
480,97,846.6,9.9,336.8,412,11.527.703,51.322.994,13.248.663,5.092.914,18.146.862,5.210.142,24,0
481,98,796.6,10.0,298.7,413,11.688.549,51.063.686,13.252.602,5.130.072,18.843.851,52.481.556,24,0
482,99,743.4,9.0,263.7,418,11.853.778,50.834.167,13.307.748,5.171.634,19.445.166,52.906.746,24,0
483,77,425.3,3.1,169.9,46,17.242.512,7.084.088,17.983.162,5.738.201,12.553.584,7.332.227,25,0
484,78,462.0,3.7,172.3,48,17.682.827,70.973.404,17.906.866,573.647,1.295.744,73.300.153,25,0
485,79,531.3,3.7,203.2,49,18.480.219,7.103.321,17.851.316,5.738.406,12.995.584,7.332.489,25,0
