No,Tahun,Daerah,ID,CHT-A,CHT-R,KFD,IKFD,Kode Kategori,Kode Kategori
810,2018,Kota Pontianak,992012,170.889.000,85.444.500,663.323.933.707,"1,368",Tinggi,4
811,2018,Kota Singkawang,994775,170.889.000,85.444.500,299.503.649.765,"0,618",Rendah,2
812,2018,Kab. Sekadau,987507,170.889.000,85.444.500,324.302.183.900,"0,669",Rendah,2
813,2018,Kab. Melawi,987492,170.889.000,85.444.500,376.133.612.298,"0,776",Sedang,3
814,2018,Kab. Kayong Utara,963358,170.889.000,85.444.500,280.103.075.136,"0,578",Rendah,2
815,2018,Kab. Kubu Raya,975616,170.889.000,85.444.500,511.535.968.136,"1,055",Sedang,3
816,2018,Provinsi Kalimantan Tengah,992029,2.013.243.000,2.013.243.000,1.644.006.182.092,"0,464",Rendah,2
817,2018,Kab. Barito Selatan,992054,183.023.000,183.023.000,344.245.695.723,"0,71",Rendah,2
818,2018,Kab. Barito Utara,992040,183.023.000,0,343.496.332.519,"0,709",Rendah,2
819,2018,Kab. Kapuas,992033,183.023.000,91.511.500,500.089.648.421,"1,032",Sedang,3
820,2018,Kab. Kotawaringin Barat,992075,736.813.000,736.813.000,511.926.046.340,"1,056",Sedang,3
821,2018,Kab. Kotawaringin Timur,992061,188.926.000,188.926.000,800.675.789.622,"1,652",Tinggi,4
822,2018,Kota Palangkaraya,992082,183.023.000,183.023.000,437.289.841.272,"0,902",Sedang,3
823,2018,Kab. Katingan,997472,183.023.000,45.755.750,448.255.733.632,"0,925",Sedang,3
824,2018,Kab. Seruyan,997489,183.023.000,0,446.097.445.784,"0,92",Sedang,3
825,2018,Kab. Sukamara,997493,183.023.000,183.023.000,305.108.908.473,"0,629",Rendah,2
826,2018,Kab. Lamandau,997501,183.023.000,0,330.143.516.071,"0,681",Rendah,2
827,2018,Kab. Gunung Mas,997515,183.023.000,183.023.000,362.168.679.940,"0,747",Rendah,2
828,2018,Kab. Pulang Pisau,997522,1.758.590.000,879.295.000,343.185.438.295,"0,708",Rendah,2
829,2018,Kab. Murung Raya,997536,183.023.000,183.023.000,506.869.656.734,"1,045",Sedang,3
830,2018,Kab. Barito Timur,997540,183.023.000,0,301.845.938.992,"0,623",Rendah,2
831,2018,Provinsi Kalimantan Selatan,992164,0,0,2.566.694.487.634,"0,724",Sedang,3
832,2018,Kab. Banjar,992171,0,0,476.141.347.545,"0,982",Sedang,3
833,2018,Kab. Barito Kuala,992228,0,0,354.330.953.922,"0,731",Rendah,2
834,2018,Kab. Hulu Sungai Selatan,992207,0,0,512.280.010.250,"1,057",Sedang,3
835,2018,Kab. Hulu Sungai Tengah,992211,0,0,364.527.653.947,"0,752",Rendah,2
836,2018,Kab. Hulu Sungai Utara,992253,0,0,347.437.924.142,"0,717",Rendah,2
837,2018,Kab. Kotabaru,992249,0,0,605.683.309.010,"1,249",Tinggi,4
838,2018,Kab. Tabalong,992232,0,0,704.167.951.405,"1,452",Tinggi,4
839,2018,Kab. Tanah Laut,992185,0,0,573.075.083.053,"1,182",Tinggi,4
840,2018,Kab. Tapin,992192,0,0,349.158.489.889,"0,72",Rendah,2
841,2018,Kota Banjarbaru,980248,0,0,447.353.005.024,"0,923",Sedang,3
842,2018,Kota Banjarmasin,992260,0,0,648.157.838.832,"1,337",Tinggi,4
843,2018,Kab. Balangan,998236,0,0,681.841.166.716,"1,406",Tinggi,4
844,2018,Kab. Tanah Bumbu,998222,0,0,692.871.886.281,"1,429",Tinggi,4
845,2018,Provinsi Kalimantan Timur,992096,0,0,4.615.877.778.433,"1,303",Tinggi,4
846,2018,Kab. Berau,992139,0,0,1.071.253.731.225,"2,21",Sangat Tinggi,5
847,2018,Kab. Kutai Kartanegara,992101,0,0,1.656.479.903.593,"3,417",Sangat Tinggi,5
848,2018,Kab. Kutai Barat,980273,0,0,736.558.399.960,"1,519",Tinggi,4
849,2018,Kab. Kutai Timur,980280,0,0,1.995.626.664.637,"4,116",Sangat Tinggi,5
850,2018,Kab. Paser,992118,0,0,779.478.609.887,"1,608",Tinggi,4
851,2018,Kota Balikpapan,992150,0,0,1.199.239.142.759,"2,474",Sangat Tinggi,5
852,2018,Kota Bontang,980294,0,0,592.667.788.080,"1,222",Tinggi,4
853,2018,Kota Samarinda,992143,0,0,1.253.105.795.232,"2,585",Sangat Tinggi,5
854,2018,Kab. Penajam Paser Utara,997561,0,0,622.857.367.179,"1,285",Tinggi,4
855,2018,Kab. Mahakam Ulu,999006,0,0,585.555.618.349,"1,208",Tinggi,4
856,2018,Provinsi Sulawesi Utara,993021,0,0,1.193.783.143.435,"0,337",Sangat Rendah,1
857,2018,Kab. Bolaang Mongondow,993059,0,0,263.258.831.795,"0,543",Sangat Rendah,1
858,2018,Kab. Minahasa,993042,0,0,321.933.780.890,"0,664",Rendah,2
859,2018,Kab. Kepulauan Sangihe,993063,0,0,53.528.792.400,"0,11",Sangat Rendah,1
860,2018,Kota Bitung,993091,0,0,320.083.467.630,"0,66",Rendah,2
861,2018,Kota Manado,993070,0,0,716.124.140.355,"1,477",Tinggi,4
862,2018,Kab. Kepulauan Talaud,997412,0,0,199.338.889.214,"0,411",Sangat Rendah,1
863,2018,Kab. Minahasa Selatan,998240,0,0,228.585.036.425,"0,471",Sangat Rendah,1
864,2018,Kota Tomohon,998257,0,0,160.919.384.025,"0,332",Sangat Rendah,1
865,2018,Kab. Minahasa Utara,987485,0,0,200.385.088.652,"0,413",Sangat Rendah,1
866,2018,Kab. Kep. Siau Tagulandang Biaro,963389,0,0,176.038.196.638,"0,363",Sangat Rendah,1
867,2018,Kota Kotamobagu,963395,0,0,180.006.821.145,"0,371",Sangat Rendah,1
868,2018,Kab. Bolaang Mongondow Utara,963409,0,0,208.799.887.776,"0,431",Sangat Rendah,1
869,2018,Kab. Minahasa Tenggara,963415,0,0,170.503.998.608,"0,352",Sangat Rendah,1
870,2018,Kab. Bolaang Mongondow Timur,975022,0,0,197.247.722.581,"0,407",Sangat Rendah,1
871,2018,Kab. Bolaang Mongondow Selatan,977860,0,0,179.514.690.626,"0,37",Sangat Rendah,1
872,2018,Provinsi Sulawesi Tengah,992960,2.195.087.000,2.195.087.000,1.266.311.729.267,"0,357",Rendah,2
873,2018,Kab. Banggai,993000,803.621.000,602.715.750,523.114.893.367,"1,079",Sedang,3
874,2018,Kab. Banggai Kepulauan,980337,219.509.000,219.509.000,212.551.560.849,"0,438",Sangat Rendah,1
875,2018,Kab. Buol,980316,219.509.000,219.509.000,244.924.466.724,"0,505",Sangat Rendah,1
876,2018,Kab. Toli-Toli,992998,219.509.000,164.631.750,185.111.269.214,"0,382",Sangat Rendah,1
877,2018,Kab. Donggala,992981,219.509.000,219.509.000,314.846.222.035,"0,649",Rendah,2
878,2018,Kab. Morowali,980320,219.509.000,164.631.750,312.446.829.621,"0,644",Rendah,2
879,2018,Kab. Poso,992977,219.509.000,164.631.750,301.949.269.894,"0,623",Rendah,2
880,2018,Kota Palu,993017,1.756.070.000,1.756.070.000,455.355.079.650,"0,939",Sedang,3
881,2018,Kab. Parigi Moutong,997582,367.092.000,367.092.000,413.469.512.343,"0,853",Sedang,3
882,2018,Kab. Tojo Una Una,987471,219.509.000,164.631.750,336.063.537.541,"0,693",Rendah,2
883,2018,Kab. Sigi,975172,219.509.000,219.509.000,279.596.104.257,"0,577",Rendah,2
884,2018,Kab. Banggai Laut,999009,219.509.000,219.509.000,243.796.783.663,"0,503",Sangat Rendah,1
885,2018,Kab. Morowali Utara,999013,219.509.000,219.509.000,342.276.085.087,"0,706",Rendah,2
886,2018,Provinsi Sulawesi Selatan,992722,5.056.141.000,5.056.141.000,2.464.899.058.093,"0,696",Sedang,3
887,2018,Kab. Bantaeng,992846,303.897.000,303.897.000,268.517.523.324,"0,554",Rendah,2
888,2018,Kab. Barru,992888,239.874.000,239.874.000,256.571.107.549,"0,529",Sangat Rendah,1
889,2018,Kab. Bone,992778,819.711.000,819.711.000,525.811.502.415,"1,085",Sedang,3
890,2018,Kab. Bulukumba,992832,428.601.000,428.601.000,382.295.649.064,"0,789",Sedang,3
891,2018,Kab. Enrekang,992935,219.833.000,219.833.000,253.742.850.521,"0,523",Sangat Rendah,1
892,2018,Kab. Gowa,992740,219.833.000,219.833.000,440.304.374.113,"0,908",Sedang,3
893,2018,Kab. Jeneponto,992850,234.864.000,234.864.000,312.975.021.063,"0,646",Rendah,2
894,2018,Kab. Luwu,992811,241.158.000,241.158.000,454.028.432.008,"0,936",Sedang,3
895,2018,Kab. Luwu Utara,980341,219.833.000,219.833.000,407.499.340.168,"0,841",Sedang,3
896,2018,Kab. Maros,992799,219.833.000,219.833.000,341.780.509.279,"0,705",Rendah,2
897,2018,Kab. Pangkajene Kepulauan,992900,219.833.000,219.833.000,359.933.487.433,"0,742",Rendah,2
898,2018,Kota Palopo,997604,219.833.000,219.833.000,267.481.066.902,"0,552",Rendah,2
899,2018,Kab. Luwu Timur,928282,219.833.000,219.833.000,307.437.855.971,"0,634",Rendah,2
900,2018,Kab. Pinrang,992736,219.833.000,219.833.000,283.800.132.443,"0,585",Rendah,2
901,2018,Kab. Sinjai,992825,1.772.176.000,1.772.176.000,261.277.314.122,"0,539",Sangat Rendah,1
902,2018,Kab. Kepulauan Selayar,992867,219.833.000,219.833.000,336.962.662.927,"0,695",Rendah,2
903,2018,Kab. Sidenreng Rappang,992892,219.833.000,219.833.000,262.004.118.903,"0,54",Sangat Rendah,1
904,2018,Kab. Soppeng,992914,4.220.593.000,4.220.593.000,332.462.527.186,"0,686",Rendah,2
905,2018,Kab. Takalar,992871,219.833.000,219.833.000,407.087.813.145,"0,84",Sedang,3
906,2018,Kab. Tana Toraja,992782,219.833.000,219.833.000,331.253.446.130,"0,683",Rendah,2
907,2018,Kab. Wajo,992757,239.318.000,239.318.000,1.812.349.173.733,"3,738",Sangat Tinggi,5
908,2018,Kota Pare-pare,992956,219.833.000,219.833.000,301.003.211.771,"0,621",Rendah,2
909,2018,Kota Makassar,992942,219.833.000,219.833.000,685.540.542.964,"1,414",Tinggi,4
910,2018,Kab. Toraja Utara,975327,219.833.000,219.833.000,249.498.542.846,"0,515",Sangat Rendah,1
911,2018,Provinsi Sulawesi Tenggara,993106,0,0,1.140.217.164.736,"0,322",Sangat Rendah,1
912,2018,Kab. Buton,993127,0,0,195.196.930.864,"0,403",Sangat Rendah,1
913,2018,Kab. Konawe,993110,0,0,268.332.469.481,"0,553",Rendah,2
914,2018,Kab. Kolaka,993148,0,0,296.593.462.855,"0,612",Rendah,2
915,2018,Kab. Muna,993131,0,0,165.763.665.613,"0,342",Sangat Rendah,1
916,2018,Kota Kendari,993326,0,0,423.784.503.395,"0,874",Sedang,3
917,2018,Kota Bau-bau,994782,0,0,321.326.700.260,"0,663",Rendah,2
918,2018,Kab. Konawe Selatan,998304,0,0,14.730.572.967,"0,03",Sangat Rendah,1
919,2018,Kab. Bombana,987642,0,0,122.492.487.223,"0,253",Sangat Rendah,1
920,2018,Kab. Wakatobi,987638,0,0,239.784.139.829,"0,495",Sangat Rendah,1
921,2018,Kab. Kolaka Utara,987443,0,0,250.844.062.292,"0,517",Sangat Rendah,1
922,2018,Kab. Konawe Utara,963364,0,0,291.051.310.160,"0,6",Rendah,2
923,2018,Kab. Buton Utara,963370,0,0,246.550.049.753,"0,509",Sangat Rendah,1
924,2018,Kab. Konawe Kepulauan,999014,0,0,264.830.910.636,"0,546",Sangat Rendah,1
925,2018,Kab. Kolaka Timur,999012,0,0,226.059.606.879,"0,466",Sangat Rendah,1
926,2018,Kab. Muna Barat,999915,0,0,230.708.982.854,"0,476",Sangat Rendah,1
927,2018,Kab. Buton Tengah,999016,0,0,224.845.076.724,"0,464",Sangat Rendah,1
928,2018,Kab. Buton Selatan,999017,0,0,220.370.487.659,"0,455",Sangat Rendah,1
929,2018,Provinsi Bali,992274,3.548.633.000,3.548.633.000,2.486.806.379.716,"0,702",Sedang,3
930,2018,Kab. Badung,992342,443.579.000,332.684.250,2.728.638.493.089,"5,628",Sangat Tinggi,5
931,2018,Kab. Bangli,992338,503.459.000,503.459.000,269.566.651.561,"0,556",Rendah,2
932,2018,Kab. Buleleng,992281,3.366.514.000,3.366.514.000,713.964.378.260,"1,473",Tinggi,4
933,2018,Kab. Gianyar,992317,1.536.554.000,1.536.554.000,607.529.624.579,"1,253",Tinggi,4
934,2018,Kab. Jembrana,992295,499.529.000,499.529.000,393.849.364.251,"0,812",Sedang,3
935,2018,Kab. Karangasem,992321,599.771.000,599.771.000,466.141.444.161,"0,961",Sedang,3
936,2018,Kab. Klungkung,992300,443.579.000,443.579.000,346.402.246.681,"0,715",Rendah,2
937,2018,Kab. Tabanan,992359,443.579.000,443.579.000,524.733.369.721,"1,082",Sedang,3
938,2018,Kota Denpasar,992363,443.579.000,443.579.000,975.167.871.836,"2,011",Tinggi,4
939,2018,Provinsi Nusa Tenggara Barat,992370,74.734.327.148,74.734.327.148,1.693.113.160.564,"0,478",Rendah,2
940,2018,Kab. Bima,992410,8.331.598.000,8.331.598.000,45.987.816.829,"0,095",Sangat Rendah,1
941,2018,Kab. Dompu,992431,5.343.594.000,5.343.594.000,267.242.383.831,"0,551",Rendah,2
942,2018,Kab. Lombok Barat,992384,13.327.700.729,13.327.700.729,422.243.314.954,"0,871",Sedang,3
943,2018,Kab. Lombok Tengah,992391,41.641.222.888,41.641.222.888,418.749.017.238,"0,864",Sedang,3
944,2018,Kab. Lombok Timur,992406,53.417.315.590,53.417.315.590,474.645.601.458,"0,979",Sedang,3
945,2018,Kab. Sumbawa,992427,8.266.351.032,8.266.351.032,167.123.042.771,"0,345",Sangat Rendah,1
946,2018,Kota Mataram,992448,31.229.352.604,31.229.352.604,519.213.779.995,"1,071",Sedang,3
947,2018,Kota Bima,997625,1.761.805.000,1.761.805.000,225.208.486.177,"0,465",Sangat Rendah,1
948,2018,Kab. Sumbawa Barat,987450,2.593.671.474,2.593.671.474,659.742.371.796,"1,361",Tinggi,4
949,2018,Kab. Lombok Utara,975477,8.453.757.530,8.453.757.530,285.508.133.664,"0,589",Rendah,2
950,2018,Provinsi Nusa Tenggara Timur,992452,4.741.989.000,3.556.491.750,1.407.287.295.879,"0,397",Rendah,2
951,2018,Kab. Alor,992502,545.116.000,0,183.626.503.049,"0,379",Sangat Rendah,1
952,2018,Kab. Belu,992473,286.438.000,0,252.463.551.791,"0,521",Sangat Rendah,1
953,2018,Kab. Ende,992537,225.809.000,0,215.203.965.004,"0,444",Sangat Rendah,1
954,2018,Kab. Flores Timur,992520,1.301.402.000,325.350.500,218.597.212.305,"0,451",Sangat Rendah,1
955,2018,Kab. Kupang,992469,309.662.000,154.831.000,265.710.766.772,"0,548",Rendah,2
956,2018,Kab. Lembata,980379,466.613.000,0,186.900.477.162,"0,386",Sangat Rendah,1
957,2018,Kab. Manggarai,992558,1.809.766.000,0,289.684.524.357,"0,598",Rendah,2
958,2018,Kab. Ngada,992541,236.512.000,59.128.000,212.645.924.950,"0,439",Sangat Rendah,1
959,2018,Kab. Sikka,992516,903.646.000,0,231.231.377.744,"0,477",Sangat Rendah,1
960,2018,Kab. Sumba Barat,992579,236.512.000,236.512.000,190.946.759.452,"0,394",Sangat Rendah,1
961,2018,Kab. Sumba Timur,992562,375.643.000,93.910.750,300.722.870.396,"0,62",Rendah,2
962,2018,Kab. Timor Tengah Selatan,992494,259.681.000,0,223.482.830.517,"0,461",Sangat Rendah,1
963,2018,Kab. Timor Tengah Utara,992480,225.809.000,0,227.026.888.834,"0,468",Sangat Rendah,1
964,2018,Kota Kupang,993368,225.809.000,0,308.514.554.836,"0,636",Rendah,2
965,2018,Kab. Rote Ndao,997578,225.809.000,0,221.584.244.088,"0,457",Sangat Rendah,1
966,2018,Kab. Manggarai Barat,998510,432.740.000,108.185.000,138.324.484.920,"0,285",Sangat Rendah,1
967,2018,Kab. Nagekeo,963430,743.110.000,185.777.500,205.117.936.441,"0,423",Sangat Rendah,1
968,2018,Kab. Sumba Barat Daya,963446,1.076.651.000,807.488.250,207.299.577.498,"0,428",Sangat Rendah,1
969,2018,Kab. Sumba Tengah,963452,225.809.000,0,189.137.367.050,"0,39",Sangat Rendah,1
970,2018,Kab. Manggarai Timur,975911,479.082.000,479.082.000,263.452.957.781,"0,543",Sangat Rendah,1
971,2018,Kab. Sabu Raijua,978542,247.214.000,0,196.070.065.463,"0,404",Sangat Rendah,1
972,2018,Kab. Malaka,999007,225.809.000,0,164.623.124.999,"0,34",Sangat Rendah,1
973,2018,Provinsi Maluku,993152,0,0,1.153.057.554.617,"0,325",Sangat Rendah,1
974,2018,Kab. Maluku Tenggara Barat,980358,0,0,#N/A,#N/A,#N/A,#N/A
975,2018,Kab. Maluku Tengah,993169,0,0,301.253.608.905,"0,621",Rendah,2
976,2018,Kab. Maluku Tenggara,993173,0,0,218.323.904.143,"0,45",Sangat Rendah,1
977,2018,Kab. Buru,980362,0,0,276.002.522.415,"0,569",Rendah,2
978,2018,Kota Ambon,993202,0,0,243.936.539.820,"0,503",Sangat Rendah,1
979,2018,Kab. Seram Bagian Barat,987439,0,0,269.001.694.295,"0,555",Rendah,2
980,2018,Kab. Seram Bagian Timur,987422,0,0,298.873.806.762,"0,616",Rendah,2
981,2018,Kab. Kepulauan Aru,987621,0,0,372.755.774.129,"0,769",Rendah,2
982,2018,Kota Tual,976061,0,0,214.418.982.255,"0,442",Sangat Rendah,1
983,2018,Kab. Maluku Barat Daya,975772,0,0,378.829.535.671,"0,781",Sedang,3
984,2018,Kab. Buru Selatan,975622,0,0,264.475.352.167,"0,546",Sangat Rendah,1
985,2018,Provinsi Papua,993216,0,0,2.728.732.885.350,"0,77",Sedang,3
986,2018,Kab. Biak Numfor,993237,0,0,243.851.464.963,"0,503",Sangat Rendah,1
987,2018,Kab. Jayapura,993220,0,0,419.608.701.605,"0,866",Sedang,3
988,2018,Kab. Jayawijaya,993290,0,0,442.309.842.221,"0,912",Sedang,3
989,2018,Kab. Merauke,993283,0,0,786.973.913.548,"1,623",Tinggi,4
990,2018,Kab. Mimika,993401,0,0,1.296.988.279.974,"2,675",Sangat Tinggi,5
991,2018,Kab. Nabire,993305,0,0,394.957.030.996,"0,815",Sedang,3
992,2018,Kab. Paniai,993393,0,0,335.176.000.290,"0,691",Rendah,2
993,2018,Kab. Puncak Jaya,993389,0,0,537.353.165.523,"1,108",Sedang,3
994,2018,Kab. Kepulauan Yapen,993258,0,0,322.598.656.559,"0,665",Rendah,2
995,2018,Kota Jayapura,993312,0,0,434.955.183.392,"0,897",Sedang,3
996,2018,Kab. Sarmi,998392,0,0,520.579.626.192,"1,074",Sedang,3
997,2018,Kab. Keerom,998400,0,0,428.837.316.827,"0,885",Sedang,3
998,2018,Kab. Yahukimo,998477,0,0,444.664.708.248,"0,917",Sedang,3
999,2018,Kab. Pegunungan Bintang,998421,0,0,482.213.731.162,"0,995",Sedang,3
1000,2018,Kab. Tolikara,998414,0,0,540.839.682.949,"1,116",Sedang,3
1001,2018,Kab. Boven Digoel,998388,0,0,620.889.856.069,"1,281",Tinggi,4
1002,2018,Kab. Mappi,998367,0,0,608.460.161.778,"1,255",Tinggi,4
1003,2018,Kab. Asmat,998371,0,0,612.843.403.354,"1,264",Tinggi,4
1004,2018,Kab. Waropen,998460,0,0,415.285.958.575,"0,857",Sedang,3
1005,2018,Kab. Supiori,987511,0,0,298.237.291.904,"0,615",Rendah,2
1006,2018,Kab. Mamberamo Raya,963461,0,0,517.784.375.446,"1,068",Sedang,3
1007,2018,Kab. Mamberamo Tengah,976219,0,0,400.594.805.731,"0,826",Sedang,3
1008,2018,Kab. Yalimo,976369,0,0,412.415.315.887,"0,851",Sedang,3
1009,2018,Kab. Lanny Jaya,976514,0,0,465.698.030.725,"0,961",Sedang,3
1010,2018,Kab. Nduga,976664,0,0,542.394.175.111,"1,119",Sedang,3
1011,2018,Kab. Dogiyai,976962,0,0,561.056.058.968,"1,157",Tinggi,4
1012,2018,Kab. Puncak,976812,0,0,308.505.605.390,"0,636",Rendah,2
1013,2018,Kab. Intan Jaya,978567,0,0,494.859.833.274,"1,021",Sedang,3
1014,2018,Kab. Deiyai,978573,0,0,172.581.758.874,"0,356",Sangat Rendah,1
1015,2018,Provinsi Maluku Utara,980011,0,0,1.044.512.195.476,"0,295",Sangat Rendah,1
1016,2018,Kab. Halmahera Tengah,993194,0,0,277.228.544.796,"0,572",Rendah,2
1017,2018,Kota Ternate,980028,0,0,359.948.848.636,"0,742",Rendah,2
1018,2018,Kab. Halmahera Barat,993180,0,0,216.114.439.753,"0,446",Sangat Rendah,1
1019,2018,Kab. Halmahera Timur,998346,0,0,321.828.888.797,"0,664",Rendah,2
1020,2018,Kab. Halmahera Selatan,998325,0,0,373.804.382.480,"0,771",Sedang,3
1021,2018,Kab. Halmahera Utara,998311,0,0,177.399.285.541,"0,366",Sangat Rendah,1
1022,2018,Kab. Kepulauan Sula,998332,0,0,237.767.574.908,"0,49",Sangat Rendah,1
1023,2018,Kota Tidore Kepulauan,998350,0,0,282.004.190.133,"0,582",Rendah,2
1024,2018,Kab. Pulau Morotai,978551,0,0,182.205.420.300,"0,376",Sangat Rendah,1
1025,2018,Kab. Pulau Taliabu,999010,0,0,244.316.546.537,"0,504",Sangat Rendah,1
1026,2018,Provinsi Banten,993809,0,0,3.909.758.244.699,"1,103",Tinggi,4
1027,2018,Kab. Lebak,990917,0,0,903.817.444.387,"1,864",Tinggi,4
1028,2018,Kab. Pandeglang,990900,0,0,574.066.734.708,"1,184",Tinggi,4
1029,2018,Kab. Serang,990895,0,0,870.654.817.805,"1,796",Tinggi,4
1030,2018,Kab. Tangerang,990921,0,0,2.967.313.855.917,"6,12",Sangat Tinggi,5
1031,2018,Kota Cilegon,980049,0,0,946.298.727.012,"1,952",Tinggi,4
1032,2018,Kota Tangerang,991134,0,0,1.897.061.018.829,"3,913",Sangat Tinggi,5
1033,2018,Kota Serang,975461,0,0,554.681.560.884,"1,144",Tinggi,4
1034,2018,Kota Tangerang Selatan,978454,0,0,1.639.954.175.170,"3,383",Sangat Tinggi,5
1035,2018,Provinsi Bangka Belitung,993813,0,0,808.667.428.211,"0,228",Sangat Rendah,1
1036,2018,Kab. Bangka,990629,0,0,378.077.049.898,"0,78",Sedang,3
1037,2018,Kab. Belitung,990612,0,0,335.090.011.521,"0,691",Rendah,2
1038,2018,Kota Pangkal Pinang,990701,0,0,311.127.060.731,"0,642",Rendah,2
1039,2018,Kab. Bangka Selatan,998189,0,0,245.406.975.966,"0,506",Sangat Rendah,1
1040,2018,Kab. Bangka Tengah,998172,0,0,259.648.961.538,"0,536",Sangat Rendah,1
1041,2018,Kab. Bangka Barat,998168,0,0,255.284.248.984,"0,527",Sangat Rendah,1
1042,2018,Kab. Belitung Timur,998193,0,0,313.605.170.065,"0,647",Rendah,2
1043,2018,Provinsi Gorontalo,993820,0,0,781.917.889.998,"0,221",Sangat Rendah,1
1044,2018,Kab. Boalemo,980302,0,0,261.034.599.323,"0,538",Sangat Rendah,1
1045,2018,Kab. Gorontalo,993038,0,0,302.057.236.202,"0,623",Rendah,2
1046,2018,Kota Gorontalo,993084,0,0,315.297.280.978,"0,65",Rendah,2
1047,2018,Kab. Pohuwato,998261,0,0,267.065.495.393,"0,551",Rendah,2
1048,2018,Kab. Bone Bolango,998278,0,0,52.539.121.218,"0,108",Sangat Rendah,1
1049,2018,Kab. Gorontalo Utara,963421,0,0,242.814.973.505,"0,501",Sangat Rendah,1
1050,2018,Provinsi Kepulauan Riau,998840,1.713.037.000,1.713.037.000,1.236.849.165.318,"0,349",Sangat Rendah,1
1051,2018,Kab. Natuna,980121,285.507.000,285.507.000,453.952.100.322,"0,936",Sedang,3
1052,2018,Kab. Kepulauan Anambas,977412,285.507.000,285.507.000,388.859.084.595,"0,802",Sedang,3
1053,2018,Kab. Karimun,980117,285.507.000,285.507.000,537.538.887.368,"1,109",Sedang,3
1054,2018,Kota Batam,990523,2.284.053.000,2.284.053.000,1.329.637.342.475,"2,743",Sangat Tinggi,5
1055,2018,Kota Tanjung Pinang,994708,285.507.000,285.507.000,347.605.139.822,"0,717",Rendah,2
1056,2018,Kab. Lingga,987464,285.507.000,285.507.000,297.304.386.832,"0,613",Rendah,2
1057,2018,Kab. Bintan,990480,285.507.000,142.753.500,415.921.602.142,"0,858",Sedang,3
1058,2018,Provinsi Papua Barat,998854,0,0,2.237.065.804.737,"0,631",Sedang,3
1059,2018,Kab. Fak Fak,993279,0,0,405.365.370.150,"0,836",Sedang,3
1060,2018,Kab. Manokwari,993241,0,0,283.775.017.315,"0,585",Rendah,2
1061,2018,Kab. Sorong,993262,0,0,356.499.515.368,"0,735",Rendah,2
1062,2018,Kota Sorong,980383,0,0,313.629.505.240,"0,647",Rendah,2
1063,2018,Kab. Raja Ampat,998456,0,0,450.499.997.646,"0,929",Sedang,3
1064,2018,Kab. Sorong Selatan,998442,0,0,324.967.442.488,"0,67",Rendah,2
1065,2018,Kab. Teluk Bintuni,998481,0,0,996.320.999.555,"2,055",Sangat Tinggi,5
1066,2018,Kab. Teluk Wondama,998498,0,0,217.134.516.915,"0,448",Sangat Rendah,1
1067,2018,Kab. Kaimana,998435,0,0,409.008.688.748,"0,844",Sedang,3
1068,2018,Kab. Maybrat,978582,0,0,397.765.091.302,"0,82",Sedang,3
1069,2018,Kab. Tambrauw,978598,0,0,258.790.682.627,"0,534",Sangat Rendah,1
1070,2018,Kab. Manokwari Selatan,999004,0,0,274.350.170.548,"0,566",Rendah,2
1071,2018,Kab. Pegunungan Arfak,999005,0,0,305.137.643.420,"0,629",Rendah,2
1072,2018,Provinsi Sulawesi Barat,955383,0,0,871.677.551.173,"0,246",Sangat Rendah,1
1073,2018,Kab. Majene,992804,0,0,166.367.993.539,"0,343",Sangat Rendah,1
1074,2018,Kab. Mamuju,992761,0,0,307.001.920.996,"0,633",Rendah,2
1075,2018,Kab. Polewali Mandar,992921,0,0,358.558.920.098,"0,74",Rendah,2
1076,2018,Kab. Mamasa,997599,0,0,246.637.144.058,"0,509",Sangat Rendah,1
1077,2018,Kab. Mamuju Utara,998299,0,0,278.999.165.486,"0,575",Rendah,2
1078,2018,Kab. Mamuju Tengah,999008,0,0,220.053.253.453,"0,454",Sangat Rendah,1
1079,2018,Provinsi Kalimantan Utara,999001,0,0,1.467.773.385.330,"0,414",Rendah,2
1080,2018,Kab. Bulungan,992122,0,0,471.256.480.549,"0,972",Sedang,3
1081,2018,Kab. Malinau,980269,0,0,723.447.282.566,"1,492",Tinggi,4
1082,2018,Kab. Nunukan,980252,0,0,305.996.933.978,"0,631",Rendah,2
1083,2018,Kota Tarakan,941901,0,0,499.194.331.204,"1,03",Sedang,3
1084,2018,Kab. Tana Tidung,975766,0,0,329.552.374.663,"0,68",Rendah,2
1085,2019,Provinsi Aceh,,8.066.363.231,7.883.283.947,2.125.232.394.842,"0,529",Sedang,3
1086,2019,Kab. Aceh Barat,,366.652.362,358.330.589,329.831.584.196,"0,553",Rendah,2
1087,2019,Kab. Aceh Besar,,819.107.293,790.361.278,129.786.652.904,"0,218",Sangat Rendah,1
1088,2019,Kab. Aceh Selatan,,364.571.919,358.330.589,303.961.699.912,"0,509",Rendah,2
1089,2019,Kab. Aceh Singkil,,358.139.933,179.102.433,204.427.279.574,"0,343",Sangat Rendah,1
1090,2019,Kab. Aceh Tengah,,723.601.401,707.242.357,227.499.754.911,"0,381",Sangat Rendah,1
1091,2019,Kab. Aceh Tenggara,,358.204.866,268.686.116,132.589.408.887,"0,222",Sangat Rendah,1
1092,2019,Kab. Aceh Timur,,460.136.536,449.410.895,338.871.456.991,"0,568",Rendah,2
1093,2019,Kab. Aceh Utara,,545.698.496,536.782.589,459.448.642.377,"0,77",Sedang,3
